# GeoID, y_pred, y_predprob
57851,1,0.65313
57852,0,0.48826
57853,0,0.45264
57854,1,0.57118
57855,1,0.58991
57856,1,0.55637
57857,0,0.45264
57858,0,0.49983
57859,1,0.58991
57860,0,0.46315
57861,0,0.48868
57862,1,0.54223
57863,1,0.58991
57864,0,0.44653
57865,0,0.40111
57866,0,0.49983
57867,1,0.57118
57868,1,0.58991
57869,1,0.53720
57870,1,0.54223
57871,0,0.46315
57872,0,0.48700
57873,1,0.57118
57874,1,0.57265
57875,1,0.72613
57876,1,0.75753
57877,1,0.68132
57878,1,0.53567
57884,1,0.63304
57885,1,0.66226
57886,1,0.75753
57887,1,0.69870
57888,1,0.68132
57889,1,0.68019
57890,1,0.67296
57891,1,0.56176
57892,1,0.65313
57893,1,0.68019
57894,1,0.58991
57895,0,0.46315
57896,1,0.54223
57897,1,0.58991
57898,1,0.54223
57899,1,0.54223
57900,0,0.48700
57901,1,0.64473
57902,1,0.75753
57903,1,0.75753
57904,1,0.60433
57905,1,0.56176
57906,0,0.40111
57907,0,0.39860
57908,0,0.46693
57909,1,0.57118
57910,1,0.58991
57911,0,0.46146
57912,0,0.40111
57913,0,0.44653
57914,1,0.57118
57915,1,0.58991
57916,0,0.46315
57917,0,0.48700
57918,1,0.58991
57919,1,0.58991
57920,0,0.45264
57921,0,0.46146
57922,1,0.58991
57923,1,0.58991
57924,1,0.53720
57925,1,0.53720
57926,1,0.54223
57927,1,0.58991
57928,1,0.55637
57929,0,0.46315
57930,1,0.72953
57931,1,0.74229
57932,1,0.69870
57933,0,0.48826
57940,1,0.75753
57941,1,0.75753
57942,1,0.75753
57943,1,0.69870
57944,1,0.58292
57945,1,0.58348
57946,1,0.61967
57947,1,0.58991
57948,1,0.58991
57949,0,0.46315
57952,1,0.69870
57953,1,0.65313
57954,1,0.61967
57955,1,0.60728
57956,0,0.40111
57957,0,0.40111
57958,0,0.40111
57959,0,0.45445
57960,1,0.57118
57961,0,0.45264
57962,0,0.40111
57963,0,0.46146
57964,1,0.58991
57965,0,0.46315
57966,1,0.58991
57967,1,0.61443
57968,1,0.58991
57969,0,0.46146
57970,0,0.40111
57971,0,0.46146
57972,1,0.53720
57973,1,0.57118
57974,1,0.53720
57975,0,0.40111
57976,0,0.46315
57977,0,0.46315
57978,0,0.48868
57979,0,0.46146
57980,1,0.64473
57981,1,0.70530
57982,1,0.75753
57983,1,0.65313
57987,1,0.74229
57988,1,0.69870
57989,1,0.69870
57991,1,0.69870
57992,1,0.70530
57993,1,0.56176
57994,0,0.48893
57997,1,0.69870
57998,1,0.74229
57999,1,0.58292
58000,1,0.63810
58001,0,0.44321
58002,0,0.29481
58003,0,0.40111
58004,0,0.40111
58005,0,0.46315
58006,0,0.46146
58007,0,0.46146
58008,0,0.40111
58009,0,0.46146
58010,0,0.46146
58011,1,0.53720
58012,1,0.57118
58013,1,0.51259
58014,1,0.58991
58015,0,0.45264
58016,0,0.40111
58017,0,0.40111
58018,1,0.57118
58019,1,0.53720
58020,1,0.53720
58021,0,0.45264
58022,1,0.54223
58023,0,0.46315
58024,1,0.58991
58025,1,0.58991
58026,1,0.55512
58027,1,0.70530
58028,1,0.68132
58029,1,0.74229
58035,1,0.74229
58036,1,0.67296
58037,1,0.58348
58039,1,0.75753
58040,1,0.63551
58041,0,0.46329
58042,1,0.53720
58043,0,0.35641
58044,0,0.32276
58045,0,0.40111
58046,1,0.53720
58047,0,0.38364
58048,0,0.38364
58049,0,0.32276
58050,0,0.38364
58051,0,0.45264
58052,0,0.38364
58053,1,0.58991
58054,1,0.61443
58055,0,0.48700
58056,0,0.40111
58057,0,0.21477
58058,0,0.40111
58059,0,0.40111
58060,1,0.57265
58061,0,0.46329
58062,0,0.45715
58063,1,0.60728
58064,0,0.48700
58065,0,0.46315
58066,1,0.58991
58067,0,0.46146
58068,1,0.62415
58069,1,0.70530
58070,1,0.63982
58075,1,0.71963
58076,1,0.65313
58077,1,0.75753
58078,1,0.75753
58079,1,0.56323
58080,0,0.40111
58081,0,0.40111
58082,0,0.40111
58083,0,0.40111
58084,0,0.40111
58085,0,0.45264
58086,1,0.53720
58087,0,0.28986
58088,0,0.36452
58089,0,0.36452
58090,0,0.36452
58091,0,0.36452
58092,0,0.36452
58093,1,0.53720
58094,1,0.58991
58095,0,0.46146
58096,0,0.21477
58097,0,0.24274
58098,0,0.21477
58099,0,0.40111
58100,0,0.24274
58101,0,0.40111
58102,1,0.57265
58103,0,0.46315
58104,0,0.48700
58105,1,0.58991
58106,1,0.58991
58107,1,0.57265
58108,1,0.61967
58109,1,0.75753
58114,1,0.69870
58115,1,0.70530
58117,1,0.75753
58118,1,0.74229
58119,0,0.25105
58120,0,0.32276
58121,0,0.29481
58122,0,0.32276
58123,0,0.38364
58124,0,0.45264
58125,0,0.45264
58126,0,0.45264
58127,0,0.36452
58129,0,0.28986
58130,0,0.24274
58131,0,0.38364
58132,0,0.46146
58133,1,0.53720
58134,0,0.40111
58135,0,0.24274
58136,0,0.21477
58137,0,0.24274
58138,0,0.24274
58139,0,0.35871
58140,1,0.63551
58141,1,0.57118
58142,1,0.58991
58143,0,0.46315
58144,1,0.54223
58145,1,0.60594
58146,1,0.65313
58147,1,0.69870
58154,0,0.25105
58155,0,0.29481
58156,0,0.40111
58157,0,0.30696
58158,0,0.36452
58159,0,0.26365
58162,0,0.33978
58163,0,0.40111
58164,1,0.53720
58165,1,0.53720
58166,0,0.45264
58167,0,0.32276
58168,0,0.25105
58169,0,0.24274
58170,1,0.57265
58171,1,0.63551
58172,1,0.58991
58173,1,0.58991
58174,1,0.54223
58175,1,0.58991
58176,1,0.69147
58177,1,0.65313
58178,1,0.69870
58185,0,0.32276
58186,0,0.35641
58187,0,0.40111
58188,0,0.25105
58189,0,0.32276
58190,0,0.21477
58191,0,0.32276
58192,0,0.40111
58193,1,0.55481
58194,0,0.46315
58195,0,0.44321
58196,0,0.48868
58197,1,0.61967
58198,1,0.70530
58199,1,0.70530
58200,1,0.69870
58207,0,0.25105
58208,0,0.32276
58209,0,0.21477
58210,0,0.21477
58211,0,0.29481
58212,0,0.39269
58213,1,0.58991
58214,1,0.58991
58215,0,0.44653
58216,1,0.67853
58217,1,0.70530
58218,1,0.69870
58219,1,0.68132
58220,1,0.72613
58226,0,0.24274
58227,0,0.21477
58228,0,0.32276
58229,0,0.25105
58230,0,0.21477
58231,0,0.37591
58232,0,0.45264
58233,1,0.57118
58234,0,0.39860
58235,1,0.63551
58236,1,0.68019
58237,1,0.74229
58238,1,0.72613
58239,1,0.65313
58244,0,0.21477
58245,0,0.21477
58246,0,0.32276
58247,0,0.21477
58248,0,0.25105
58249,0,0.21477
58250,0,0.40111
58251,1,0.53720
58252,0,0.40111
58253,1,0.63551
58254,1,0.69870
58255,1,0.75753
58256,1,0.63982
58257,1,0.56176
58263,0,0.21477
58264,0,0.21477
58265,0,0.21477
58266,0,0.24274
58267,0,0.32276
58268,0,0.40111
58269,1,0.53567
58270,1,0.63551
58271,1,0.66307
58272,1,0.63982
58273,1,0.61967
58274,1,0.64473
58281,0,0.21477
58282,0,0.21477
58283,0,0.21477
58284,0,0.24274
58285,0,0.26498
58286,0,0.46329
58287,1,0.62016
58288,1,0.67296
58289,1,0.69870
58290,1,0.66307
58291,1,0.65313
58292,1,0.60728
58299,0,0.21477
58300,0,0.21477
58301,0,0.24274
58302,0,0.30858
58303,0,0.46329
58304,1,0.60652
58305,1,0.70530
58306,1,0.65313
58307,1,0.69870
58308,1,0.56176
58309,1,0.63810
58318,0,0.21477
58319,0,0.21477
58320,0,0.30858
58321,0,0.45824
58322,0,0.45715
58323,1,0.65313
58324,1,0.75753
58325,1,0.57265
58326,1,0.69870
58327,1,0.72613
58328,1,0.65313
58337,0,0.21477
58338,0,0.25105
58339,0,0.24274
58340,0,0.40111
58341,0,0.46329
58342,0,0.45715
58343,1,0.53567
58344,1,0.58292
58345,1,0.58292
58346,1,0.57265
58347,1,0.67296
58348,1,0.70530
58349,1,0.65313
58359,0,0.21477
58360,0,0.40111
58361,0,0.37591
58362,1,0.51791
58363,1,0.57265
58364,1,0.65313
58365,1,0.74229
58366,1,0.63982
58367,1,0.63551
58368,1,0.57265
58369,1,0.69870
58370,1,0.56176
58379,0,0.21477
58380,0,0.21477
58381,0,0.40111
58382,0,0.39860
58383,1,0.55481
58384,1,0.61967
58385,1,0.67296
58386,1,0.58292
58387,1,0.72613
58388,1,0.63551
58389,0,0.40111
58390,1,0.72613
58391,1,0.70044
58400,0,0.25105
58401,0,0.25105
58402,0,0.40111
58403,0,0.44653
58404,1,0.54186
58405,1,0.63551
58406,1,0.63551
58407,1,0.57265
58408,1,0.70530
58409,1,0.57265
58410,0,0.40111
58411,1,0.54223
58412,1,0.62415
58422,0,0.32276
58423,0,0.21477
58424,0,0.29481
58425,0,0.47939
58426,1,0.60652
58427,1,0.63551
58428,0,0.40111
58429,1,0.57265
58430,1,0.63551
58431,0,0.40111
58432,1,0.57265
58433,1,0.56176
58444,0,0.21477
58445,0,0.25105
58446,0,0.48826
58447,0,0.47939
58448,1,0.53567
58449,1,0.52380
58450,0,0.40111
58451,1,0.63551
58452,1,0.63551
58453,0,0.48826
58454,1,0.56176
58463,0,0.21477
58464,0,0.21477
58465,0,0.40111
58466,0,0.40111
58467,0,0.47939
58468,0,0.40111
58469,0,0.24274
58470,0,0.37848
58471,0,0.47929
58472,0,0.45824
58473,1,0.56176
58482,0,0.21477
58483,0,0.21477
58484,0,0.40111
58485,0,0.29481
58486,0,0.40111
58487,0,0.47939
58488,0,0.21477
58489,0,0.24274
58490,0,0.35871
58491,1,0.57265
58492,0,0.47867
58501,0,0.21477
58502,0,0.21477
58503,0,0.21477
58504,0,0.21477
58505,0,0.21477
58506,0,0.48826
58507,0,0.21477
58508,0,0.21477
58509,0,0.40111
58510,0,0.43223
58511,1,0.56323
58520,0,0.21477
58521,0,0.21477
58522,0,0.21477
58523,0,0.20098
58524,0,0.40111
58525,0,0.40111
58526,0,0.40111
58527,0,0.32276
58528,0,0.21477
58529,0,0.47939
58530,1,0.63551
58540,0,0.21477
58541,0,0.32276
58542,0,0.21477
58543,0,0.20098
58544,0,0.35641
58545,0,0.21477
58546,0,0.21477
58547,0,0.21477
58548,0,0.29481
58549,0,0.48826
58562,0,0.24274
58563,0,0.21477
58564,0,0.20098
58565,0,0.24274
58566,0,0.21477
58567,0,0.20098
58568,0,0.21477
58569,0,0.21477
58570,0,0.35871
58583,0,0.21477
58584,0,0.21477
58585,0,0.40111
58586,0,0.24274
58587,0,0.20098
58588,0,0.20098
58589,0,0.20098
58590,0,0.29481
58603,0,0.20098
58604,0,0.21477
58605,0,0.21477
58606,0,0.24274
58607,0,0.20098
58608,0,0.21477
58609,0,0.21477
58610,0,0.21477
58624,0,0.20098
58625,0,0.35641
58626,0,0.40111
58627,0,0.21477
58628,0,0.40111
58629,0,0.20098
58630,0,0.21477
58631,0,0.21477
58645,0,0.21477
58646,0,0.21477
58647,0,0.40111
58648,0,0.21477
58649,0,0.20098
58650,0,0.21477
58651,0,0.20098
58652,0,0.20098
58667,0,0.21477
58668,0,0.20098
58669,0,0.24274
58670,0,0.32276
58671,0,0.20098
58672,0,0.19741
58673,0,0.19741
58687,0,0.20098
58688,0,0.21477
58689,0,0.25105
58690,0,0.25105
58691,0,0.21477
58692,0,0.19741
58693,0,0.20098
58694,0,0.29481
58709,0,0.20098
58710,0,0.21477
58711,0,0.21477
58712,0,0.21477
58713,0,0.19741
58714,0,0.20098
58715,0,0.21477
58730,0,0.20098
58731,0,0.20098
58732,0,0.19741
58733,0,0.21477
58734,0,0.21477
58735,0,0.21477
58736,0,0.19741
58737,0,0.20098
58752,0,0.20098
58753,0,0.21477
58754,0,0.21477
58755,0,0.21477
58756,0,0.19741
58757,0,0.24274
58758,0,0.20098
58759,0,0.19741
58773,0,0.19741
58774,0,0.20098
58775,0,0.19741
58776,0,0.21477
58777,0,0.19741
58778,0,0.21477
58779,0,0.19741
58780,0,0.19741
58793,0,0.19741
58794,0,0.21477
58795,0,0.19741
58796,0,0.20098
58797,0,0.21477
58798,0,0.20098
58812,0,0.19741
58813,0,0.19741
58814,0,0.19741
58815,0,0.19741
58816,0,0.21477
58817,0,0.19741
58831,0,0.28986
58832,0,0.20098
58833,0,0.19741
58834,0,0.20098
58835,0,0.21477
58836,0,0.19741
58849,0,0.20098
58850,0,0.21477
58851,0,0.20098
58852,0,0.20098
58853,0,0.21477
58854,0,0.19741
58866,0,0.19741
58867,0,0.21477
58868,0,0.19741
58869,0,0.21477
58870,0,0.21477
58882,0,0.19741
58883,0,0.19741
58884,0,0.19741
58885,0,0.19741
58897,0,0.20098
58898,0,0.20098
58899,0,0.19741
58900,0,0.19741
58909,0,0.19741
58910,0,0.21477
58911,0,0.19741
58912,0,0.19741
58913,0,0.19741
58924,0,0.21477
58925,0,0.21477
58926,0,0.19741
58927,0,0.19741
58928,0,0.19741
58938,0,0.19741
58939,0,0.19741
58940,0,0.21477
58941,0,0.19741
58942,0,0.20098
58943,0,0.19741
58950,0,0.20098
58951,0,0.19741
58952,0,0.20098
58953,0,0.19741
58963,0,0.19741
58964,0,0.19741
58970,0,0.19741
57095,1,0.53720
57096,1,0.58991
57097,1,0.58991
57098,1,0.54186
57099,1,0.63551
57100,1,0.70530
57101,1,0.58292
57102,1,0.57265
57103,0,0.40111
57104,0,0.47939
57106,1,0.74229
57107,1,0.70530
57108,1,0.63810
57109,1,0.67853
57110,1,0.60728
57111,1,0.58991
57112,0,0.46315
57113,1,0.53720
57182,0,0.46146
57183,0,0.44321
57184,1,0.54071
57185,1,0.52219
57186,1,0.57265
57187,1,0.57265
57188,1,0.60433
57189,1,0.58292
57190,1,0.56176
57191,1,0.57265
57192,0,0.45264
57194,1,0.69870
57195,1,0.69870
57196,1,0.65313
57197,1,0.65313
57198,1,0.68019
57199,1,0.67296
57200,1,0.64349
57201,1,0.51791
57272,0,0.40111
57273,0,0.45264
57274,0,0.40111
57275,1,0.53720
57276,0,0.40111
57277,0,0.40111
57278,1,0.67296
57279,1,0.65313
57280,1,0.57265
57281,0,0.39860
57282,0,0.45264
57283,0,0.47062
57284,1,0.58292
57285,1,0.63551
57286,1,0.69870
57287,1,0.75753
57288,1,0.63982
57289,1,0.65313
57360,0,0.29481
57361,0,0.32276
57362,0,0.40111
57363,0,0.40111
57366,0,0.40111
57367,0,0.40111
57368,0,0.40111
57369,1,0.70530
57370,1,0.65313
57371,1,0.72613
57372,1,0.69870
57373,1,0.72613
57374,1,0.58292
57446,0,0.32276
57447,0,0.40111
57448,0,0.40111
57449,0,0.40111
57451,0,0.46329
57452,0,0.40111
57453,0,0.40111
57454,0,0.40111
57455,1,0.69870
57456,1,0.69870
57457,1,0.69870
57458,1,0.63982
57459,1,0.72613
57460,1,0.75753
57530,0,0.24274
57531,0,0.40111
57533,0,0.46329
57534,0,0.35871
57535,0,0.30858
57537,1,0.58292
57538,1,0.66226
57539,1,0.69870
57610,0,0.32276
57611,0,0.40111
57614,0,0.35871
57615,0,0.30858
57617,1,0.61967
57620,1,0.70530
57689,0,0.40111
57690,0,0.40111
57692,1,0.65251
57694,1,0.75753
57695,1,0.74229
57760,0,0.40111
57761,0,0.24274
57822,0,0.47939
57823,0,0.32276
57824,0,0.40111
57879,0,0.45715
57880,0,0.35641
57881,0,0.32276
57934,0,0.48826
57935,0,0.32276
57936,0,0.21477
57984,1,0.57265
57985,0,0.40111
57986,0,0.29481
58030,1,0.65313
58031,0,0.47939
58032,0,0.25105
58071,1,0.66307
58072,1,0.60652
58073,0,0.40111
58110,1,0.68132
58111,1,0.57265
58112,0,0.40111
58148,1,0.63982
58149,1,0.63551
58150,0,0.47948
58179,1,0.70530
58180,1,0.70530
58181,0,0.47948
