# GeoID, y_pred, y_predprob
48088,1,0.65313
48089,1,0.65313
48090,1,0.60613
48091,1,0.70530
48092,1,0.58991
48093,1,0.57118
48094,1,0.57118
48095,1,0.53720
48096,0,0.45264
48221,0,0.45264
48222,0,0.40111
48223,1,0.53720
48224,1,0.58991
48225,0,0.48700
48226,1,0.72090
48227,1,0.74229
48228,1,0.75753
48229,1,0.72613
48230,1,0.58292
48231,1,0.67296
48232,1,0.65313
48233,1,0.60433
48234,1,0.69870
48235,1,0.63551
48236,0,0.48826
48237,1,0.75753
48238,1,0.55481
48239,0,0.44653
48240,0,0.37591
48241,0,0.46146
48242,0,0.40111
48243,0,0.45264
48244,0,0.37591
48245,0,0.37591
48246,0,0.48826
48247,1,0.57265
48248,0,0.47939
48249,0,0.45264
48250,0,0.45264
48251,0,0.40111
48252,0,0.40111
48253,0,0.45264
48254,1,0.57118
48255,0,0.46315
48256,1,0.58991
48257,1,0.53720
48258,1,0.58991
48259,0,0.46146
48260,1,0.55512
48261,1,0.52380
48262,1,0.75753
48263,1,0.72613
48264,1,0.61967
48265,0,0.39453
48266,0,0.40111
48267,0,0.40111
48268,1,0.57118
48269,1,0.60728
48270,1,0.56176
48271,1,0.70530
48272,1,0.75753
48273,1,0.65313
48274,1,0.70530
48275,1,0.56176
48276,1,0.58880
48277,1,0.53720
48278,1,0.52219
48279,0,0.49983
48280,0,0.39269
48407,0,0.40111
48408,0,0.46146
48409,1,0.57118
48410,0,0.46315
48411,0,0.46315
48412,1,0.60594
48413,1,0.67296
48414,1,0.74229
48415,1,0.58292
48416,0,0.47939
48417,1,0.53567
48418,1,0.65313
48419,1,0.56176
48420,1,0.75753
48421,1,0.63551
48422,0,0.47939
48423,1,0.57340
48424,0,0.37013
48425,0,0.46146
48426,0,0.45264
48427,0,0.39860
48428,0,0.40045
48429,0,0.40045
48430,0,0.45264
48431,0,0.45264
48432,0,0.45264
48433,0,0.37591
48434,0,0.37591
48435,0,0.37591
48436,0,0.45264
48437,0,0.40111
48438,0,0.40111
48439,0,0.40111
48440,1,0.50407
48441,0,0.46315
48442,1,0.55637
48443,0,0.44653
48444,1,0.58991
48445,0,0.49983
48446,1,0.53720
48447,1,0.53567
48448,1,0.75753
48449,1,0.63551
48450,1,0.63551
48451,0,0.47062
48452,0,0.45264
48453,1,0.55562
48454,1,0.60594
48455,1,0.65313
48456,1,0.58292
48457,1,0.65313
48458,1,0.65313
48459,1,0.63551
48460,1,0.57265
48461,1,0.58991
48462,1,0.53720
48463,0,0.45264
48464,1,0.53720
48465,0,0.44321
48593,0,0.40111
48594,1,0.53720
48595,1,0.54223
48596,1,0.53720
48597,1,0.67853
48598,1,0.61967
48599,1,0.74229
48600,1,0.74229
48601,1,0.58292
48602,0,0.40111
48603,0,0.40111
48604,0,0.47939
48605,1,0.57265
48606,1,0.74229
48607,1,0.65313
48608,0,0.47939
48609,0,0.48826
48610,0,0.45264
48611,0,0.46146
48612,0,0.39860
48613,0,0.47939
48614,0,0.46329
48615,0,0.47939
48616,0,0.46329
48617,0,0.45264
48618,0,0.45264
48619,0,0.37591
48620,0,0.45264
48621,0,0.40111
48622,0,0.40111
48623,0,0.40111
48624,0,0.35641
48625,0,0.40111
48626,0,0.46146
48627,1,0.54223
48628,1,0.57118
48629,1,0.53567
48630,1,0.70530
48631,1,0.57265
48632,0,0.46329
48633,1,0.53567
48634,1,0.75753
48635,1,0.63551
48636,1,0.57265
48637,1,0.57265
48638,1,0.58880
48639,1,0.62415
48640,1,0.75753
48641,1,0.69870
48642,1,0.70530
48643,1,0.74229
48644,1,0.63551
48645,1,0.65313
48646,1,0.57265
48647,0,0.39453
48648,1,0.51912
48649,0,0.49983
48650,0,0.46146
48651,1,0.55562
48652,1,0.57118
48781,0,0.40111
48782,1,0.53720
48783,0,0.49983
48784,0,0.46315
48785,1,0.57265
48786,1,0.65313
48787,1,0.72613
48788,1,0.56323
48789,0,0.46329
48790,0,0.40111
48791,0,0.40111
48792,0,0.40111
48793,1,0.56176
48794,1,0.72613
48795,1,0.63551
48796,0,0.40111
48797,0,0.40045
48798,0,0.47062
48799,0,0.45264
48800,0,0.40111
48801,0,0.46329
48802,0,0.44224
48803,0,0.45824
48804,0,0.46329
48805,0,0.46329
48806,0,0.37591
48807,0,0.40111
48808,0,0.40111
48809,0,0.40111
48810,0,0.40111
48811,0,0.40111
48812,0,0.40111
48813,0,0.40111
48814,0,0.40111
48815,1,0.53720
48816,1,0.55512
48817,0,0.48826
48818,1,0.75753
48819,1,0.57265
48820,0,0.48826
48821,0,0.48826
48822,1,0.70530
48823,1,0.75753
48824,1,0.63551
48825,1,0.63551
48826,1,0.65313
48827,1,0.65313
48828,1,0.74229
48829,1,0.69870
48830,1,0.58292
48831,1,0.63551
48832,1,0.57265
48833,0,0.46315
48834,1,0.53720
48835,0,0.44653
48836,1,0.53720
48837,1,0.53720
48838,1,0.57118
48839,0,0.46315
48840,0,0.48700
48968,0,0.45264
48969,0,0.37013
48970,0,0.44321
48971,0,0.44321
48972,1,0.54186
48973,1,0.63551
48974,1,0.75753
48975,1,0.56323
48976,0,0.47939
48977,0,0.40111
48978,1,0.60594
48979,1,0.65313
48980,1,0.65313
48981,1,0.65313
48982,1,0.63551
48983,0,0.40111
48984,0,0.40111
48985,0,0.40111
48986,0,0.40111
48987,0,0.40111
48988,0,0.40111
48989,0,0.44224
48990,0,0.38749
48991,0,0.47939
48992,0,0.46329
48993,0,0.40111
48994,0,0.39860
48995,0,0.40111
48996,0,0.40111
48997,0,0.40111
48998,0,0.40111
48999,0,0.40111
49000,0,0.40111
49001,0,0.46146
49002,0,0.45715
49003,0,0.45715
49004,1,0.57265
49005,1,0.74229
49006,1,0.75753
49007,1,0.74229
49008,1,0.57265
49009,0,0.48826
49010,1,0.65313
49011,1,0.70530
49012,1,0.75753
49013,1,0.75753
49014,1,0.75753
49015,1,0.75753
49016,1,0.68078
49017,1,0.65313
49018,1,0.56176
49019,1,0.57118
49020,0,0.46146
49021,1,0.53720
49022,0,0.46146
49023,1,0.53720
49024,0,0.48700
49025,0,0.46315
49026,0,0.46315
49027,1,0.58991
49153,1,0.51912
49154,1,0.53720
49155,1,0.53720
49156,1,0.54414
49157,1,0.57265
49158,1,0.70530
49159,0,0.43223
49160,0,0.46329
49161,0,0.40111
49162,0,0.40111
49163,1,0.60594
49164,1,0.70530
49165,1,0.69870
49166,1,0.65313
49167,0,0.47939
49168,0,0.37848
49169,0,0.35871
49170,0,0.35871
49171,0,0.40111
49172,0,0.40111
49173,0,0.40111
49174,0,0.35871
49175,0,0.30858
49176,0,0.35871
49177,0,0.40111
49178,0,0.40111
49179,0,0.40111
49180,0,0.40111
49181,0,0.40111
49182,0,0.40111
49183,0,0.35641
49184,0,0.40111
49185,0,0.40111
49186,0,0.37591
49187,1,0.65313
49188,1,0.63551
49189,1,0.72613
49190,1,0.65313
49191,1,0.65313
49192,0,0.48826
49193,0,0.47939
49194,0,0.46329
49195,1,0.55481
49196,1,0.57265
49197,1,0.63551
49198,1,0.75753
49199,1,0.75753
49200,1,0.75753
49201,1,0.69870
49202,1,0.75753
49203,1,0.62415
49204,1,0.57118
49205,1,0.53720
49206,1,0.57118
49207,1,0.57118
49208,1,0.57118
49209,1,0.54223
49210,0,0.46315
49211,1,0.53720
49212,1,0.53720
49337,1,0.53720
49338,1,0.52219
49339,1,0.52219
49340,1,0.60594
49341,1,0.63551
49342,1,0.65313
49343,0,0.45824
49344,0,0.46329
49345,0,0.40111
49346,0,0.40111
49347,0,0.47939
49348,1,0.70530
49349,1,0.70530
49350,1,0.60652
49351,0,0.40111
49352,0,0.30858
49353,0,0.35871
49354,0,0.30858
49355,0,0.40111
49356,0,0.40111
49357,0,0.40111
49358,0,0.40111
49359,0,0.38749
49360,0,0.30858
49361,0,0.35871
49362,0,0.40111
49363,0,0.40111
49364,0,0.37013
49365,0,0.40111
49366,0,0.40111
49367,0,0.40111
49368,0,0.40111
49369,0,0.45264
49370,0,0.46146
49371,0,0.48826
49372,1,0.57265
49373,1,0.65313
49374,1,0.58292
49375,1,0.58348
49376,1,0.57265
49377,0,0.48826
49378,0,0.40111
49379,0,0.47939
49380,1,0.60594
49381,1,0.63551
49382,1,0.58348
49383,1,0.65313
49384,1,0.68132
49385,1,0.75753
49386,1,0.74229
49387,1,0.65313
49388,1,0.55512
49389,0,0.46315
49390,1,0.58991
49391,0,0.46315
49392,0,0.46315
49393,1,0.58991
49394,1,0.53720
49395,0,0.45264
49396,0,0.36452
49514,0,0.49983
49515,0,0.46693
49516,1,0.53720
49517,1,0.57265
49518,1,0.63551
49519,1,0.65313
49520,0,0.47939
49521,0,0.40111
49522,0,0.40111
49523,0,0.40111
49524,0,0.47939
49525,1,0.65313
49526,1,0.63551
49527,0,0.40111
49528,1,0.53567
49529,1,0.55481
49530,1,0.57265
49531,1,0.57265
49532,0,0.48826
49533,0,0.47939
49534,0,0.40111
49535,0,0.40111
49536,0,0.37848
49537,0,0.30858
49538,0,0.35871
49539,0,0.40111
49540,0,0.40111
49541,0,0.40111
49542,0,0.45264
49543,0,0.45264
49544,0,0.45264
49545,0,0.37013
49546,0,0.45264
49547,0,0.45264
49548,0,0.40111
49549,0,0.47939
49550,1,0.70530
49551,1,0.65313
49552,1,0.57265
49553,1,0.58991
49554,0,0.40111
49555,0,0.40111
49556,0,0.45264
49557,1,0.51912
49558,1,0.55562
49559,1,0.55512
49560,0,0.40111
49561,1,0.63551
49562,1,0.69870
49563,1,0.75753
49564,1,0.75753
49565,1,0.63810
49566,0,0.48893
49567,1,0.58991
49568,1,0.58991
49569,0,0.46315
49570,1,0.53720
49571,0,0.40111
49572,0,0.24274
49573,0,0.28986
49690,0,0.44321
49691,1,0.53720
49692,0,0.44321
49693,1,0.57265
49694,1,0.57265
49695,0,0.43223
49696,0,0.48826
49697,0,0.40111
49698,0,0.40111
49699,1,0.57265
49700,1,0.61967
49701,1,0.69870
49702,1,0.65313
49703,1,0.53567
49704,1,0.60433
49705,1,0.65313
49706,1,0.63551
49707,0,0.40293
49708,0,0.40293
49709,1,0.57265
49710,0,0.35871
49711,0,0.46329
49712,0,0.40111
49713,0,0.40111
49714,0,0.40111
49715,0,0.30858
49716,0,0.35871
49717,0,0.40111
49718,0,0.37013
49719,0,0.45264
49720,0,0.46146
49721,0,0.46146
49722,0,0.40111
49723,0,0.40111
49724,0,0.40111
49725,0,0.45264
49726,1,0.60728
49727,1,0.55512
49728,0,0.46146
49729,1,0.53720
49730,1,0.57118
49731,0,0.40111
49732,0,0.45264
49733,0,0.45264
49734,0,0.49983
49735,0,0.40111
49736,0,0.40111
49737,1,0.57265
49738,1,0.67296
49739,1,0.75753
49740,1,0.75753
49741,1,0.63551
49742,1,0.75753
49743,1,0.71754
49744,1,0.58991
49745,1,0.57118
49746,0,0.40111
49747,0,0.21477
49748,0,0.35641
49749,0,0.21477
49866,0,0.46146
49867,0,0.44321
49868,1,0.57265
49869,1,0.57265
49870,1,0.58292
49871,0,0.40293
49872,0,0.35871
49873,0,0.46329
49874,0,0.40111
49875,0,0.40111
49876,0,0.48826
49877,1,0.57265
49878,1,0.75753
49879,1,0.75753
49880,1,0.65313
49881,0,0.35871
49882,0,0.40111
49883,0,0.40111
49884,0,0.40111
49885,0,0.40293
49886,0,0.44224
49887,0,0.40111
49888,0,0.40111
49889,0,0.40111
49890,0,0.37848
49891,0,0.30858
49892,0,0.45824
49893,0,0.47939
49894,0,0.45264
49895,0,0.45264
49896,0,0.45264
49897,0,0.40111
49898,0,0.40111
49899,0,0.40111
49900,0,0.40111
49901,1,0.53720
49902,0,0.45264
49903,0,0.45264
49904,0,0.40111
49905,0,0.44321
49906,1,0.53720
49907,1,0.53720
49908,0,0.40111
49909,0,0.40111
49910,0,0.40111
49911,0,0.40111
49912,1,0.55562
49913,1,0.60728
49914,1,0.67296
49915,1,0.74229
49916,1,0.69870
49917,1,0.69870
49918,1,0.75753
49919,1,0.53720
49920,0,0.40111
49921,0,0.40111
49922,0,0.21477
49923,0,0.21477
49924,0,0.21477
50042,0,0.46146
50043,0,0.44653
50044,1,0.54186
50045,1,0.57265
50046,1,0.63551
50047,0,0.30858
50048,0,0.35871
50049,0,0.30858
50050,0,0.30858
50051,0,0.35871
50052,1,0.57265
50053,1,0.70530
50054,1,0.53567
50055,0,0.45824
50056,0,0.40111
50057,0,0.40111
50058,0,0.40111
50059,0,0.40111
50060,0,0.35871
50061,0,0.43223
50062,0,0.35871
50063,0,0.40111
50064,0,0.40111
50065,0,0.40111
50066,0,0.25105
50067,0,0.40111
50068,0,0.45715
50069,0,0.45264
50070,0,0.45264
50071,0,0.40111
50072,0,0.40111
50073,0,0.40111
50074,0,0.40111
50075,0,0.24274
50076,0,0.45264
50077,0,0.32276
50078,0,0.29481
50079,0,0.45264
50080,1,0.53720
50081,0,0.46146
50082,0,0.40111
50083,0,0.32276
50084,0,0.32276
50085,0,0.40111
50086,0,0.46146
50087,1,0.55562
50088,1,0.62415
50089,1,0.63551
50090,1,0.75753
50091,1,0.69870
50092,1,0.65313
50093,1,0.57265
50094,0,0.40111
50095,0,0.21477
50096,0,0.25105
50097,0,0.21477
50098,0,0.21477
50099,0,0.20098
50216,0,0.37013
50217,0,0.48826
50218,1,0.54186
50219,1,0.56323
50220,0,0.40293
50221,0,0.40111
50222,0,0.40111
50223,0,0.40111
50224,0,0.37848
50225,0,0.35871
50226,0,0.35871
50227,1,0.65313
50228,1,0.56176
50229,0,0.47939
50230,0,0.35871
50231,0,0.30858
50232,0,0.35871
50233,0,0.40111
50234,0,0.40111
50235,0,0.40293
50236,0,0.35871
50237,0,0.40111
50238,0,0.40111
50239,0,0.32276
50240,0,0.40111
50241,0,0.40111
50242,0,0.47948
50243,0,0.40111
50244,0,0.40111
50245,0,0.40111
50246,0,0.40111
50247,0,0.24274
50248,0,0.32276
50249,0,0.35641
50250,0,0.24274
50251,0,0.21477
50252,0,0.40111
50253,1,0.53720
50254,1,0.53720
50255,1,0.58991
50256,1,0.53720
50257,0,0.46146
50258,0,0.40111
50259,0,0.25105
50260,0,0.40111
50261,0,0.40111
50262,0,0.40111
50263,1,0.53714
50264,1,0.65313
50265,1,0.69870
50266,1,0.67296
50267,1,0.63551
50268,0,0.47939
50269,0,0.24274
50270,0,0.21477
50271,0,0.19741
50272,0,0.21477
50273,0,0.21477
50274,0,0.20098
50391,1,0.53720
50392,1,0.50452
50393,1,0.56323
50394,1,0.57265
50395,0,0.30858
50396,0,0.40111
50397,0,0.40111
50398,0,0.40111
50399,0,0.40111
50400,0,0.40111
50401,0,0.40111
50402,1,0.58348
50403,0,0.40111
50404,0,0.32276
50405,0,0.30858
50406,0,0.30858
50407,0,0.35871
50408,0,0.40111
50409,0,0.40111
50410,0,0.40111
50411,0,0.30858
50412,0,0.35871
50413,0,0.40111
50414,0,0.40111
50415,0,0.40111
50416,0,0.40111
50417,0,0.40111
50418,0,0.40111
50419,0,0.40111
50420,0,0.40111
50421,0,0.32276
50422,0,0.40111
50423,0,0.32276
50424,0,0.24274
50425,0,0.21477
50426,0,0.21477
50427,0,0.25105
50428,0,0.40111
50429,0,0.40111
50430,0,0.40111
50431,1,0.54223
50432,1,0.57118
50433,0,0.46146
50434,0,0.40111
50435,0,0.40111
50436,0,0.40111
50437,0,0.40111
50438,0,0.46146
50439,1,0.60594
50440,1,0.75753
50441,1,0.75753
50442,1,0.65313
50443,0,0.47939
50444,0,0.24274
50445,0,0.20098
50446,0,0.20098
50447,0,0.20098
50448,0,0.21477
50449,0,0.21477
50450,0,0.19741
50565,1,0.53567
50566,1,0.54186
50567,1,0.63551
50568,1,0.57265
50569,0,0.40111
50570,0,0.40111
50571,0,0.40111
50572,0,0.40111
50573,0,0.40111
50574,0,0.40111
50575,0,0.40111
50576,0,0.40111
50577,0,0.40111
50578,0,0.35871
50579,0,0.35871
50580,0,0.40111
50581,0,0.40111
50582,0,0.40111
50583,0,0.40111
50584,0,0.35871
50585,0,0.30858
50586,0,0.30858
50587,0,0.35871
50588,0,0.40111
50589,0,0.40111
50590,0,0.40111
50591,0,0.40111
50592,0,0.40111
50593,0,0.40111
50594,0,0.37848
50595,0,0.35871
50596,0,0.32276
50597,0,0.32276
50598,0,0.32276
50599,0,0.21477
50600,0,0.20098
50601,0,0.21477
50602,0,0.21477
50603,0,0.24274
50604,0,0.24274
50605,0,0.40111
50606,1,0.58991
50607,1,0.55562
50608,0,0.46146
50609,0,0.45264
50610,0,0.45264
50611,0,0.45264
50612,1,0.57265
50613,1,0.56176
50614,1,0.75753
50615,1,0.57265
50616,0,0.40111
50617,0,0.32276
50618,0,0.20098
50619,0,0.19741
50620,0,0.19741
50621,0,0.21477
50622,0,0.21477
50623,0,0.21477
50624,0,0.19741
50739,0,0.46329
50740,1,0.57265
50741,1,0.57265
50742,1,0.56323
50743,0,0.40111
50744,0,0.40111
50745,0,0.40111
50746,0,0.40111
50747,0,0.40111
50748,0,0.40111
50749,0,0.40111
50750,0,0.40111
50751,0,0.28471
50752,0,0.35871
50753,0,0.40111
50754,0,0.40111
50755,0,0.30858
50756,0,0.35871
50757,0,0.30858
50758,0,0.35871
50759,0,0.35871
50760,0,0.30858
50761,0,0.37848
50762,0,0.40111
50763,0,0.40111
50764,0,0.40111
50765,0,0.40111
50766,0,0.40111
50767,0,0.35871
50768,0,0.30858
50769,0,0.35871
50770,0,0.29481
50771,0,0.25105
50772,0,0.21477
50773,0,0.20098
50774,0,0.24274
50775,0,0.25105
50776,0,0.21477
50777,0,0.40111
50778,0,0.35641
50779,1,0.53720
50780,1,0.58991
50781,0,0.48700
50782,0,0.45264
50783,1,0.57265
50784,0,0.48826
50785,1,0.54186
50786,1,0.57265
50787,1,0.69870
50788,0,0.35871
50789,0,0.25105
50790,0,0.19741
50791,0,0.19741
50792,0,0.19741
50793,0,0.21477
50794,0,0.21477
50795,0,0.20098
50796,0,0.20098
50797,0,0.19741
50910,0,0.42283
50911,1,0.54186
50913,0,0.40111
50914,0,0.40111
50915,0,0.40111
50916,0,0.40111
50917,0,0.40111
50918,0,0.40111
50919,0,0.40111
50920,0,0.35641
50921,0,0.28471
50922,0,0.31624
50923,0,0.40111
50924,0,0.40111
50925,0,0.30858
50926,0,0.30858
50927,0,0.35871
50928,0,0.40111
50929,0,0.40111
50930,0,0.35871
50931,0,0.40111
50932,0,0.40111
50933,0,0.40111
50934,0,0.40111
50935,0,0.25105
50936,0,0.21477
50937,0,0.40111
50938,0,0.35871
50939,0,0.40111
50940,0,0.24274
50941,0,0.21477
50942,0,0.21477
50943,0,0.21477
50944,0,0.25105
50945,0,0.40111
50946,0,0.32276
50947,0,0.40111
50948,0,0.40111
50949,0,0.39860
50950,1,0.73372
50951,1,0.58348
50952,1,0.53567
50953,0,0.48826
50954,1,0.57265
50955,1,0.65313
50956,1,0.57265
50957,1,0.72613
50958,0,0.30858
50959,0,0.21477
50960,0,0.19741
50961,0,0.19741
50962,0,0.19741
50963,0,0.20098
50964,0,0.21477
50965,0,0.21477
50966,0,0.21477
50967,0,0.20098
51077,0,0.40111
51079,0,0.40111
51080,0,0.40111
51081,0,0.40111
51082,0,0.40111
51083,0,0.40111
51084,0,0.40111
51085,0,0.32276
51086,0,0.31624
51087,0,0.29180
51088,0,0.28471
51089,0,0.35641
51090,0,0.40111
51091,0,0.30858
51092,0,0.37848
51093,0,0.40111
51094,0,0.29481
51095,0,0.40111
51096,0,0.40111
51097,0,0.40111
51098,0,0.40111
51099,0,0.40111
51100,0,0.40111
51101,0,0.40111
51102,0,0.21477
51103,0,0.26498
51104,0,0.40111
51105,0,0.32276
51106,0,0.21477
51107,0,0.20098
51108,0,0.21477
51109,0,0.29481
51110,0,0.25105
51111,0,0.35641
51112,0,0.40111
51113,0,0.40111
51114,0,0.39860
51115,0,0.46329
51116,1,0.68019
51117,1,0.63551
51118,1,0.57265
51119,1,0.55481
51120,1,0.63551
51121,0,0.47929
51122,0,0.35871
51123,0,0.48826
51124,1,0.75753
51125,0,0.45824
51126,0,0.21477
51127,0,0.19741
51128,0,0.20098
51129,0,0.40111
51130,0,0.21477
51131,0,0.21477
51132,0,0.32276
51133,0,0.19741
51244,0,0.40111
51245,0,0.40111
51246,0,0.40111
51247,0,0.40111
51248,0,0.40111
51249,0,0.32276
51250,0,0.35641
51251,0,0.40111
51252,0,0.40111
51253,0,0.40111
51254,0,0.30858
51255,0,0.30858
51256,0,0.40111
51257,0,0.40111
51258,0,0.32276
51259,0,0.40111
51260,0,0.40111
51261,0,0.40111
51262,0,0.40111
51263,0,0.40111
51264,0,0.40111
51265,0,0.40111
51266,0,0.40111
51267,0,0.32276
51268,0,0.32276
51269,0,0.24274
51270,0,0.21477
51271,0,0.19741
51272,0,0.21477
51273,0,0.40111
51274,0,0.45264
51275,0,0.40111
51276,0,0.40111
51277,0,0.40111
51278,1,0.59074
51279,0,0.48826
51280,1,0.75753
51281,1,0.69870
51282,1,0.65313
51283,0,0.47929
51284,0,0.45824
51285,0,0.33489
51286,0,0.21477
51287,0,0.21477
51288,1,0.63551
51289,1,0.75753
51290,0,0.35871
51291,0,0.20098
51292,0,0.40111
51293,0,0.29481
51294,0,0.24274
51295,0,0.25105
51296,0,0.21477
51297,0,0.20098
51406,0,0.40111
51407,0,0.31624
51408,0,0.40111
51409,0,0.32276
51410,0,0.40111
51411,0,0.40111
51412,0,0.40111
51413,0,0.40111
51414,0,0.40111
51415,0,0.40111
51416,0,0.37848
51417,0,0.37848
51418,0,0.40111
51419,0,0.24274
51420,0,0.32276
51421,0,0.40111
51422,0,0.40111
51423,0,0.40111
51424,0,0.40111
51425,0,0.40111
51426,0,0.29481
51427,0,0.32276
51428,0,0.35641
51429,0,0.32276
51430,0,0.29481
51431,0,0.32276
51432,0,0.20098
51433,0,0.20098
51434,0,0.21477
51435,0,0.29481
51436,0,0.40111
51437,0,0.46146
51438,0,0.46146
51439,0,0.40111
51440,1,0.67296
51441,1,0.57265
51442,1,0.75753
51443,1,0.63551
51444,0,0.37848
51445,0,0.40111
51446,0,0.32276
51447,0,0.21477
51448,0,0.20098
51449,0,0.19741
51450,0,0.25105
51451,1,0.60652
51452,1,0.60652
51453,0,0.40111
51454,1,0.65313
51455,0,0.21477
51456,0,0.21477
51457,0,0.24274
51458,0,0.20098
51459,0,0.19741
51568,0,0.35871
51569,0,0.30858
51570,0,0.35871
51571,0,0.40111
51572,0,0.35641
51573,0,0.40111
51574,0,0.40111
51575,0,0.40111
51576,0,0.40111
51577,0,0.40111
51578,0,0.40111
51579,0,0.40111
51580,0,0.40111
51581,0,0.40111
51582,0,0.40111
51583,0,0.40111
51584,0,0.40111
51585,0,0.40111
51586,0,0.40111
51587,0,0.32276
51588,0,0.25105
51589,0,0.40111
51590,0,0.32276
51591,0,0.21477
51592,0,0.21477
51593,0,0.19741
51594,0,0.20098
51595,0,0.20098
51596,0,0.21477
51597,0,0.40111
51598,0,0.45264
51599,0,0.49983
51600,1,0.57265
51601,0,0.48826
51602,1,0.75753
51603,1,0.75753
51604,1,0.60433
51605,1,0.57265
51606,0,0.40111
51607,0,0.21477
51608,0,0.20098
51609,0,0.19741
51610,0,0.19741
51611,0,0.19741
51612,0,0.20098
51613,0,0.35641
51614,1,0.70530
51615,1,0.75753
51616,0,0.25105
51617,0,0.21477
51618,0,0.21477
51619,0,0.40111
51620,0,0.21477
51621,0,0.19741
51732,0,0.40111
51733,0,0.35871
51734,0,0.30858
51735,0,0.35871
51736,0,0.35641
51737,0,0.32276
51738,0,0.40111
51739,0,0.40111
51740,0,0.40111
51741,0,0.40111
51742,0,0.40111
51743,0,0.40111
51744,0,0.40111
51745,0,0.40111
51746,0,0.40111
51747,0,0.32276
51748,0,0.40111
51749,0,0.40111
51750,0,0.40111
51751,0,0.40111
51752,0,0.35641
51753,0,0.21477
51754,0,0.21477
51755,0,0.21477
51756,0,0.21477
51757,0,0.21477
51758,0,0.21477
51759,0,0.24274
51760,0,0.32276
51761,0,0.45264
51762,0,0.40664
51763,1,0.57118
51764,1,0.63810
51765,1,0.70530
51766,1,0.70530
51767,1,0.67296
51768,1,0.65313
51769,0,0.47939
51770,0,0.24274
51771,0,0.20098
51772,0,0.19741
51773,0,0.19297
51774,0,0.19741
51775,0,0.19741
51776,0,0.21477
51777,0,0.21477
51778,0,0.47939
51779,1,0.75753
51780,0,0.21477
51781,0,0.21477
51782,0,0.24274
51783,0,0.45264
51784,0,0.40111
51785,0,0.40111
51895,0,0.40111
51896,0,0.35871
51897,0,0.30858
51898,0,0.35871
51899,0,0.40111
51900,0,0.40111
51901,0,0.40111
51902,0,0.40111
51903,0,0.40111
51904,0,0.40111
51905,0,0.40111
51906,0,0.40111
51907,0,0.40111
51908,0,0.32276
51909,0,0.25105
51910,0,0.25105
51911,0,0.32276
51912,0,0.24274
51913,0,0.25105
51914,0,0.24274
51915,0,0.21477
51916,0,0.21477
51917,0,0.21477
51918,0,0.20098
51919,0,0.21477
51920,0,0.24274
51921,0,0.24274
51922,0,0.40111
51923,0,0.40111
51924,0,0.40111
51925,0,0.47062
51926,0,0.45715
51927,0,0.47939
51928,1,0.63551
51929,1,0.75753
51930,1,0.63551
51931,1,0.63551
51932,0,0.40111
51933,0,0.21477
51934,0,0.19741
51935,0,0.19741
51936,0,0.19741
51937,0,0.19741
51938,0,0.20098
51939,0,0.19741
51940,0,0.21477
51941,0,0.40111
51942,1,0.75753
51943,0,0.35871
51944,0,0.21477
51945,0,0.48893
51946,0,0.24274
51947,0,0.20098
51948,0,0.19741
52060,0,0.40111
52061,0,0.40111
52062,0,0.40111
52063,0,0.40111
52064,0,0.32276
52065,0,0.40111
52066,0,0.40111
52067,0,0.40111
52068,0,0.40111
52069,0,0.40111
52070,0,0.40111
52071,0,0.40111
52072,0,0.32276
52073,0,0.24274
52074,0,0.25105
52075,0,0.29481
52076,0,0.24274
52077,0,0.25105
52078,0,0.24274
52079,0,0.21477
52080,0,0.21477
52081,0,0.21477
52082,0,0.21477
52083,0,0.24274
52084,0,0.21477
52085,0,0.24274
52086,0,0.40111
52087,0,0.40111
52088,0,0.35641
52089,0,0.32276
52090,0,0.40111
52091,0,0.40111
52092,1,0.57265
52093,1,0.70530
52094,1,0.57265
52095,1,0.67296
52096,0,0.40111
52097,0,0.40111
52098,0,0.20098
52099,0,0.19741
52100,0,0.19741
52101,0,0.19741
52102,0,0.19741
52103,0,0.19741
52104,0,0.19741
52105,0,0.20098
52106,0,0.24274
52107,0,0.35871
52108,1,0.65313
52109,0,0.40111
52110,0,0.40111
52111,0,0.21477
52112,0,0.19741
52113,0,0.19741
52225,0,0.40111
52226,0,0.40111
52227,0,0.40111
52228,0,0.32276
52229,0,0.24274
52230,0,0.40111
52231,0,0.40111
52232,0,0.40111
52233,0,0.40111
52234,0,0.40111
52235,0,0.25105
52238,0,0.32276
52239,0,0.32276
52240,0,0.27981
52241,0,0.24274
52242,0,0.24274
52243,0,0.21477
52244,0,0.24274
52245,0,0.21477
52246,0,0.21477
52247,0,0.21477
52248,0,0.32276
52249,0,0.32276
52250,0,0.40111
52251,0,0.45264
52252,0,0.40111
52253,0,0.32276
52254,0,0.32276
52255,0,0.35871
52256,0,0.40111
52257,1,0.74229
52258,1,0.65313
52259,1,0.57265
52260,1,0.57265
52261,0,0.32276
52262,0,0.25105
52263,0,0.19741
52264,0,0.19741
52265,0,0.19741
52266,0,0.19741
52267,0,0.19741
52268,0,0.19741
52269,0,0.21477
52270,0,0.21477
52271,0,0.47939
52272,0,0.35641
52273,1,0.75753
52274,1,0.67296
52275,0,0.47939
52276,0,0.29481
52277,0,0.19741
52278,0,0.19741
52389,0,0.32276
52390,0,0.40111
52391,0,0.32276
52392,0,0.25105
52393,0,0.40111
52394,0,0.40111
